date,item,quantity
2026-05-12,Cup Lids,171.0
2026-05-13,Cup Lids,293.0
2026-05-14,Cup Lids,296.0
2026-05-15,Cup Lids,383.0
2026-05-16,Cup Lids,420.0
2026-05-17,Cup Lids,380.0
2026-05-18,Cup Lids,253.0
2026-05-19,Cup Lids,251.0
2026-05-20,Cup Lids,284.0
2026-05-21,Cup Lids,292.0
2026-05-22,Cup Lids,375.0
2026-05-23,Cup Lids,404.0
2026-05-24,Cup Lids,378.0
2026-05-25,Cup Lids,241.0
2026-05-26,Cup Lids,312.0
2026-05-27,Cup Lids,235.0
2026-05-28,Cup Lids,327.0
2026-05-29,Cup Lids,353.0
2026-05-30,Cup Lids,452.0
2026-05-31,Cup Lids,360.0
2026-06-01,Cup Lids,247.0
2026-06-02,Cup Lids,289.0
2026-06-03,Cup Lids,246.0
2026-06-04,Cup Lids,277.0
2026-06-05,Cup Lids,333.0
2026-06-06,Cup Lids,443.0
2026-06-07,Cup Lids,374.0
2026-06-08,Cup Lids,285.0
2026-06-09,Cup Lids,328.0
2026-06-10,Cup Lids,300.0
2026-06-11,Cup Lids,318.0
2026-06-12,Cup Lids,279.0
2026-06-13,Cup Lids,400.0
2026-06-14,Cup Lids,404.0
2026-06-15,Cup Lids,219.0
2026-06-16,Cup Lids,309.0
2026-06-17,Cup Lids,294.0
2026-06-18,Cup Lids,368.0
2026-06-19,Cup Lids,326.0
2026-06-20,Cup Lids,328.0
2026-06-21,Cup Lids,359.0
2026-06-22,Cup Lids,256.0
2026-06-23,Cup Lids,253.0
2026-06-24,Cup Lids,302.0
2026-06-25,Cup Lids,395.0
2026-06-26,Cup Lids,331.0
2026-06-27,Cup Lids,413.0
2026-06-28,Cup Lids,348.0
2026-06-29,Cup Lids,306.0
2026-06-30,Cup Lids,339.0
2026-07-01,Cup Lids,213.0
2026-07-02,Cup Lids,219.0
2026-07-03,Cup Lids,225.0
2026-07-05,Cup Lids,260.0
2026-07-06,Cup Lids,228.0
2026-07-07,Cup Lids,295.0
2026-07-08,Cup Lids,309.0
2026-07-09,Cup Lids,284.0
2026-07-10,Cup Lids,354.0
2026-07-11,Cup Lids,446.0
2026-07-12,Cup Lids,342.0
2026-07-13,Cup Lids,263.0
2026-07-14,Cup Lids,318.0
2026-07-15,Cup Lids,305.0
2026-07-16,Cup Lids,301.0
2026-07-17,Cup Lids,360.0
2026-07-18,Cup Lids,475.0
2026-07-19,Cup Lids,359.0
2026-07-20,Cup Lids,257.0
2026-07-21,Cup Lids,318.0
2026-07-22,Cup Lids,253.0
2026-07-23,Cup Lids,318.0
2026-07-24,Cup Lids,337.0
2026-07-25,Cup Lids,363.0
2026-07-26,Cup Lids,309.0
2026-07-27,Cup Lids,316.0
2026-07-28,Cup Lids,297.0
2026-07-29,Cup Lids,296.0
2026-07-30,Cup Lids,311.0
2026-07-31,Cup Lids,382.0
2026-08-01,Cup Lids,373.0
2026-08-02,Cup Lids,396.0
2026-08-03,Cup Lids,262.0
2026-08-04,Cup Lids,259.0
2026-08-05,Cup Lids,345.0
2026-08-06,Cup Lids,315.0
2026-08-07,Cup Lids,415.0
2026-08-08,Cup Lids,396.0
2026-08-09,Cup Lids,366.0
2026-08-10,Cup Lids,331.0
2026-04-13,Vanilla Syrup,2.36
2026-04-14,Vanilla Syrup,2.58
2026-04-15,Vanilla Syrup,2.44
2026-04-16,Vanilla Syrup,2.42
2026-04-17,Vanilla Syrup,3.2
2026-04-18,Vanilla Syrup,3.71
2026-04-19,Vanilla Syrup,3.42
2026-04-20,Vanilla Syrup,2.34
2026-04-21,Vanilla Syrup,2.08
2026-04-22,Vanilla Syrup,3.44
2026-04-23,Vanilla Syrup,2.42
2026-04-24,Vanilla Syrup,3.59
2026-04-25,Vanilla Syrup,3.96
2026-04-26,Vanilla Syrup,3.22
2026-04-27,Vanilla Syrup,2.59
2026-04-28,Vanilla Syrup,2.61
2026-04-29,Vanilla Syrup,2.46
2026-04-30,Vanilla Syrup,2.52
2026-05-01,Vanilla Syrup,3.15
2026-05-02,Vanilla Syrup,3.36
2026-05-03,Vanilla Syrup,3.55
2026-05-04,Vanilla Syrup,2.06
2026-05-05,Vanilla Syrup,2.61
2026-05-06,Vanilla Syrup,1.72
2026-05-07,Vanilla Syrup,2.89
2026-05-08,Vanilla Syrup,2.71
2026-05-09,Vanilla Syrup,3.44
2026-05-10,Vanilla Syrup,3.26
2026-05-11,Vanilla Syrup,2.35
2026-05-12,Vanilla Syrup,1.87
2026-05-13,Vanilla Syrup,2.29
2026-05-14,Vanilla Syrup,2.53
2026-05-15,Vanilla Syrup,3.13
2026-05-16,Vanilla Syrup,4.18
2026-05-17,Vanilla Syrup,3.53
2026-05-18,Vanilla Syrup,2.41
2026-05-19,Vanilla Syrup,2.37
2026-05-20,Vanilla Syrup,2.8
2026-05-21,Vanilla Syrup,2.97
2026-05-22,Vanilla Syrup,3.3
2026-05-23,Vanilla Syrup,3.85
2026-05-24,Vanilla Syrup,3.46
2026-05-25,Vanilla Syrup,2.19
2026-05-26,Vanilla Syrup,2.83
2026-05-27,Vanilla Syrup,2.67
2026-05-28,Vanilla Syrup,2.74
2026-05-29,Vanilla Syrup,3.32
2026-05-30,Vanilla Syrup,3.88
2026-05-31,Vanilla Syrup,3.5
2026-06-01,Vanilla Syrup,2.26
2026-06-02,Vanilla Syrup,2.53
2026-06-03,Vanilla Syrup,2.54
2026-06-04,Vanilla Syrup,2.7
2026-06-05,Vanilla Syrup,2.99
2026-06-06,Vanilla Syrup,3.86
2026-06-07,Vanilla Syrup,3.91
2026-06-08,Vanilla Syrup,2.65
2026-06-09,Vanilla Syrup,2.9
2026-06-10,Vanilla Syrup,2.46
2026-06-11,Vanilla Syrup,3.15
2026-06-12,Vanilla Syrup,2.41
2026-06-13,Vanilla Syrup,3.83
2026-06-14,Vanilla Syrup,3.22
2026-06-15,Vanilla Syrup,2.11
2026-06-16,Vanilla Syrup,2.77
2026-06-17,Vanilla Syrup,2.73
2026-06-18,Vanilla Syrup,3.55
2026-06-19,Vanilla Syrup,2.8
2026-06-20,Vanilla Syrup,2.72
2026-06-21,Vanilla Syrup,3.13
2026-06-22,Vanilla Syrup,2.61
2026-06-23,Vanilla Syrup,2.48
2026-06-24,Vanilla Syrup,2.72
2026-06-25,Vanilla Syrup,3.59
2026-06-26,Vanilla Syrup,3.11
2026-06-27,Vanilla Syrup,3.76
2026-06-28,Vanilla Syrup,3.17
2026-06-29,Vanilla Syrup,2.77
2026-06-30,Vanilla Syrup,3.02
2026-07-01,Vanilla Syrup,2.18
2026-07-02,Vanilla Syrup,1.83
2026-07-03,Vanilla Syrup,2.04
2026-07-05,Vanilla Syrup,2.41
2026-07-06,Vanilla Syrup,1.71
2026-07-07,Vanilla Syrup,2.63
2026-07-08,Vanilla Syrup,2.61
2026-07-09,Vanilla Syrup,2.52
2026-07-10,Vanilla Syrup,3.31
2026-07-11,Vanilla Syrup,3.65
2026-07-12,Vanilla Syrup,3.62
2026-07-13,Vanilla Syrup,2.48
2026-07-14,Vanilla Syrup,2.83
2026-07-15,Vanilla Syrup,2.96
2026-07-16,Vanilla Syrup,3.22
2026-07-17,Vanilla Syrup,2.75
2026-07-18,Vanilla Syrup,4.23
2026-07-19,Vanilla Syrup,3.19
2026-07-20,Vanilla Syrup,2.8
2026-07-21,Vanilla Syrup,2.96
2026-07-22,Vanilla Syrup,2.27
2026-07-23,Vanilla Syrup,2.82
2026-07-24,Vanilla Syrup,3.47
2026-07-25,Vanilla Syrup,3.83
2026-07-26,Vanilla Syrup,3.13
2026-07-27,Vanilla Syrup,3.19
2026-07-28,Vanilla Syrup,2.67
2026-07-29,Vanilla Syrup,3.16
2026-07-30,Vanilla Syrup,3.12
2026-07-31,Vanilla Syrup,3.21
2026-08-01,Vanilla Syrup,3.49
2026-08-02,Vanilla Syrup,4.1
2026-08-03,Vanilla Syrup,2.72
2026-08-04,Vanilla Syrup,2.51
2026-08-05,Vanilla Syrup,3.08
2026-08-06,Vanilla Syrup,2.93
2026-08-07,Vanilla Syrup,3.93
2026-08-08,Vanilla Syrup,3.72
2026-08-09,Vanilla Syrup,3.33
2026-08-10,Vanilla Syrup,2.78
2026-04-13,Caramel Syrup,1.62
2026-04-14,Caramel Syrup,1.97
2026-04-15,Caramel Syrup,1.88
2026-04-16,Caramel Syrup,1.71
2026-04-17,Caramel Syrup,2.5
2026-04-18,Caramel Syrup,2.99
2026-04-19,Caramel Syrup,2.7
2026-04-20,Caramel Syrup,1.88
2026-04-21,Caramel Syrup,1.5
2026-04-22,Caramel Syrup,2.09
2026-04-23,Caramel Syrup,1.64
2026-04-24,Caramel Syrup,2.61
2026-04-25,Caramel Syrup,2.59
2026-04-26,Caramel Syrup,2.38
2026-04-27,Caramel Syrup,1.93
2026-04-28,Caramel Syrup,1.86
2026-04-29,Caramel Syrup,1.89
2026-04-30,Caramel Syrup,1.98
2026-05-01,Caramel Syrup,2.11
2026-05-02,Caramel Syrup,2.5
2026-05-03,Caramel Syrup,2.65
2026-05-04,Caramel Syrup,1.62
2026-05-05,Caramel Syrup,1.86
2026-05-06,Caramel Syrup,1.42
2026-05-07,Caramel Syrup,1.98
2026-05-08,Caramel Syrup,2.19
2026-05-09,Caramel Syrup,2.85
2026-05-10,Caramel Syrup,2.66
2026-05-11,Caramel Syrup,1.71
2026-05-12,Caramel Syrup,1.21
2026-05-13,Caramel Syrup,2.11
2026-05-14,Caramel Syrup,1.95
2026-05-15,Caramel Syrup,2.6
2026-05-16,Caramel Syrup,3.03
2026-05-17,Caramel Syrup,2.21
2026-05-18,Caramel Syrup,1.79
2026-05-19,Caramel Syrup,1.88
2026-05-20,Caramel Syrup,1.94
2026-05-21,Caramel Syrup,2.11
2026-05-22,Caramel Syrup,2.7
2026-05-23,Caramel Syrup,2.92
2026-05-24,Caramel Syrup,2.65
2026-05-25,Caramel Syrup,1.47
2026-05-26,Caramel Syrup,1.89
2026-05-27,Caramel Syrup,1.98
2026-05-28,Caramel Syrup,2.05
2026-05-29,Caramel Syrup,2.24
2026-05-30,Caramel Syrup,3.1
2026-05-31,Caramel Syrup,2.53
2026-06-01,Caramel Syrup,1.66
2026-06-02,Caramel Syrup,2.13
2026-06-03,Caramel Syrup,2.0
2026-06-04,Caramel Syrup,1.93
2026-06-05,Caramel Syrup,2.66
2026-06-06,Caramel Syrup,3.4
2026-06-07,Caramel Syrup,2.78
2026-06-08,Caramel Syrup,1.63
2026-06-09,Caramel Syrup,1.87
2026-06-10,Caramel Syrup,1.99
2026-06-11,Caramel Syrup,2.36
2026-06-12,Caramel Syrup,1.87
2026-06-13,Caramel Syrup,2.64
2026-06-14,Caramel Syrup,2.72
2026-06-15,Caramel Syrup,1.65
2026-06-16,Caramel Syrup,2.07
2026-06-17,Caramel Syrup,2.17
2026-06-18,Caramel Syrup,2.42
2026-06-19,Caramel Syrup,2.34
2026-06-20,Caramel Syrup,2.1
2026-06-21,Caramel Syrup,2.2
2026-06-22,Caramel Syrup,1.95
2026-06-23,Caramel Syrup,1.62
2026-06-24,Caramel Syrup,1.85
2026-06-25,Caramel Syrup,2.5
2026-06-26,Caramel Syrup,2.22
2026-06-27,Caramel Syrup,3.05
2026-06-28,Caramel Syrup,2.53
2026-06-29,Caramel Syrup,2.02
2026-06-30,Caramel Syrup,2.38
2026-07-01,Caramel Syrup,1.42
2026-07-02,Caramel Syrup,1.56
2026-07-03,Caramel Syrup,1.55
2026-07-05,Caramel Syrup,1.76
2026-07-06,Caramel Syrup,1.45
2026-07-07,Caramel Syrup,2.1
2026-07-08,Caramel Syrup,2.11
2026-07-09,Caramel Syrup,1.94
2026-07-10,Caramel Syrup,2.65
2026-07-11,Caramel Syrup,2.87
2026-07-12,Caramel Syrup,2.6
2026-07-13,Caramel Syrup,2.01
2026-07-14,Caramel Syrup,1.98
2026-07-15,Caramel Syrup,2.0
2026-07-16,Caramel Syrup,2.42
2026-07-17,Caramel Syrup,2.37
2026-07-18,Caramel Syrup,3.19
2026-07-19,Caramel Syrup,2.3
2026-07-20,Caramel Syrup,1.82
2026-07-21,Caramel Syrup,2.07
2026-07-22,Caramel Syrup,1.72
2026-07-23,Caramel Syrup,2.2
2026-07-24,Caramel Syrup,2.48
2026-07-25,Caramel Syrup,2.59
2026-07-26,Caramel Syrup,1.96
2026-07-27,Caramel Syrup,2.23
2026-07-28,Caramel Syrup,1.89
2026-07-29,Caramel Syrup,2.26
2026-07-30,Caramel Syrup,2.07
2026-07-31,Caramel Syrup,2.34
2026-08-01,Caramel Syrup,2.89
2026-08-02,Caramel Syrup,2.96
2026-08-03,Caramel Syrup,2.01
2026-08-04,Caramel Syrup,1.86
2026-08-05,Caramel Syrup,2.42
2026-08-06,Caramel Syrup,2.25
2026-08-07,Caramel Syrup,3.21
2026-08-08,Caramel Syrup,2.96
2026-08-09,Caramel Syrup,2.35
2026-08-10,Caramel Syrup,2.08
2026-04-13,Croissants,30.0
2026-04-14,Croissants,39.0
2026-04-15,Croissants,32.0
2026-04-16,Croissants,33.0
2026-04-17,Croissants,46.0
2026-04-18,Croissants,51.0
2026-04-19,Croissants,42.0
2026-04-20,Croissants,30.0
2026-04-21,Croissants,28.0
2026-04-22,Croissants,42.0
2026-04-23,Croissants,30.0
2026-04-24,Croissants,45.0
2026-04-25,Croissants,46.0
2026-04-26,Croissants,43.0
2026-04-27,Croissants,34.0
2026-04-28,Croissants,30.0
2026-04-29,Croissants,34.0
2026-04-30,Croissants,37.0
2026-05-01,Croissants,45.0
2026-05-02,Croissants,49.0
2026-05-03,Croissants,46.0
2026-05-04,Croissants,27.0
2026-05-05,Croissants,35.0
2026-05-06,Croissants,24.0
2026-05-07,Croissants,39.0
2026-05-08,Croissants,35.0
2026-05-09,Croissants,47.0
2026-05-10,Croissants,45.0
2026-05-11,Croissants,32.0
2026-05-12,Croissants,24.0
2026-05-13,Croissants,34.0
2026-05-14,Croissants,34.0
2026-05-15,Croissants,45.0
2026-05-16,Croissants,56.0
2026-05-17,Croissants,40.0
2026-05-18,Croissants,30.0
2026-05-19,Croissants,30.0
2026-05-20,Croissants,35.0
2026-05-21,Croissants,33.0
2026-05-22,Croissants,39.0
2026-05-23,Croissants,54.0
2026-05-24,Croissants,45.0
2026-05-25,Croissants,31.0
2026-05-26,Croissants,35.0
2026-05-27,Croissants,38.0
2026-05-28,Croissants,39.0
2026-05-29,Croissants,44.0
2026-05-30,Croissants,54.0
2026-05-31,Croissants,45.0
2026-06-01,Croissants,31.0
2026-06-02,Croissants,33.0
2026-06-03,Croissants,30.0
2026-06-04,Croissants,36.0
2026-06-05,Croissants,43.0
2026-06-06,Croissants,57.0
2026-06-07,Croissants,52.0
2026-06-08,Croissants,33.0
2026-06-09,Croissants,37.0
2026-06-10,Croissants,35.0
2026-06-11,Croissants,45.0
2026-06-12,Croissants,30.0
2026-06-13,Croissants,56.0
2026-06-14,Croissants,50.0
2026-06-15,Croissants,27.0
2026-06-16,Croissants,36.0
2026-06-17,Croissants,38.0
2026-06-18,Croissants,41.0
2026-06-19,Croissants,37.0
2026-06-20,Croissants,38.0
2026-06-21,Croissants,40.0
2026-06-22,Croissants,36.0
2026-06-23,Croissants,32.0
2026-06-24,Croissants,34.0
2026-06-25,Croissants,44.0
2026-06-26,Croissants,40.0
2026-06-27,Croissants,57.0
2026-06-28,Croissants,43.0
2026-06-29,Croissants,35.0
2026-06-30,Croissants,37.0
2026-07-01,Croissants,24.0
2026-07-02,Croissants,28.0
2026-07-03,Croissants,30.0
2026-07-05,Croissants,32.0
2026-07-06,Croissants,25.0
2026-07-07,Croissants,35.0
2026-07-08,Croissants,38.0
2026-07-09,Croissants,34.0
2026-07-10,Croissants,44.0
2026-07-11,Croissants,50.0
2026-07-12,Croissants,44.0
2026-07-13,Croissants,36.0
2026-07-14,Croissants,38.0
2026-07-15,Croissants,42.0
2026-07-16,Croissants,44.0
2026-07-17,Croissants,43.0
2026-07-18,Croissants,52.0
2026-07-19,Croissants,43.0
2026-07-20,Croissants,35.0
2026-07-21,Croissants,35.0
2026-07-22,Croissants,33.0
2026-07-23,Croissants,38.0
2026-07-24,Croissants,44.0
2026-07-25,Croissants,53.0
2026-07-26,Croissants,39.0
2026-07-27,Croissants,40.0
2026-07-28,Croissants,33.0
2026-07-29,Croissants,39.0
2026-07-30,Croissants,35.0
2026-07-31,Croissants,46.0
2026-08-01,Croissants,51.0
2026-08-02,Croissants,54.0
2026-08-03,Croissants,35.0
2026-08-04,Croissants,39.0
2026-08-05,Croissants,37.0
2026-08-06,Croissants,40.0
2026-08-07,Croissants,51.0
2026-08-08,Croissants,50.0
2026-08-09,Croissants,47.0
2026-08-10,Croissants,38.0
2026-04-13,Matcha Powder,0.75
2026-04-14,Matcha Powder,0.89
2026-04-15,Matcha Powder,0.75
2026-04-16,Matcha Powder,0.82
2026-04-17,Matcha Powder,1.04
2026-04-18,Matcha Powder,1.19
2026-04-19,Matcha Powder,1.07
2026-04-20,Matcha Powder,0.73
2026-04-21,Matcha Powder,0.6
2026-04-22,Matcha Powder,0.99
2026-04-23,Matcha Powder,0.72
2026-04-24,Matcha Powder,1.15
2026-04-25,Matcha Powder,1.18
2026-04-26,Matcha Powder,1.1
2026-04-27,Matcha Powder,0.76
2026-04-28,Matcha Powder,0.87
2026-04-29,Matcha Powder,0.8
2026-04-30,Matcha Powder,0.87
2026-05-01,Matcha Powder,0.96
2026-05-02,Matcha Powder,1.13
2026-05-03,Matcha Powder,1.15
2026-05-04,Matcha Powder,0.63
2026-05-05,Matcha Powder,0.82
2026-05-06,Matcha Powder,0.59
2026-05-07,Matcha Powder,0.87
2026-05-08,Matcha Powder,0.96
2026-05-09,Matcha Powder,1.14
2026-05-10,Matcha Powder,1.01
2026-05-11,Matcha Powder,0.83
2026-05-12,Matcha Powder,0.59
2026-05-13,Matcha Powder,0.88
2026-05-14,Matcha Powder,0.84
2026-05-15,Matcha Powder,0.96
2026-05-16,Matcha Powder,1.21
2026-05-17,Matcha Powder,0.94
2026-05-18,Matcha Powder,0.78
2026-05-19,Matcha Powder,0.7
2026-05-20,Matcha Powder,0.95
2026-05-21,Matcha Powder,0.9
2026-05-22,Matcha Powder,1.04
2026-05-23,Matcha Powder,1.32
2026-05-24,Matcha Powder,1.2
2026-05-25,Matcha Powder,0.63
2026-05-26,Matcha Powder,0.81
2026-05-27,Matcha Powder,1.0
2026-05-28,Matcha Powder,0.89
2026-05-29,Matcha Powder,1.11
2026-05-30,Matcha Powder,1.2
2026-05-31,Matcha Powder,1.1
2026-06-01,Matcha Powder,0.81
2026-06-02,Matcha Powder,0.86
2026-06-03,Matcha Powder,0.8
2026-06-04,Matcha Powder,0.89
2026-06-05,Matcha Powder,1.09
2026-06-06,Matcha Powder,1.31
2026-06-07,Matcha Powder,1.21
2026-06-08,Matcha Powder,0.84
2026-06-09,Matcha Powder,0.98
2026-06-10,Matcha Powder,0.91
2026-06-11,Matcha Powder,0.98
2026-06-12,Matcha Powder,0.71
2026-06-13,Matcha Powder,1.36
2026-06-14,Matcha Powder,1.03
2026-06-15,Matcha Powder,0.7
2026-06-16,Matcha Powder,0.88
2026-06-17,Matcha Powder,0.83
2026-06-18,Matcha Powder,1.07
2026-06-19,Matcha Powder,1.02
2026-06-20,Matcha Powder,0.94
2026-06-21,Matcha Powder,0.89
2026-06-22,Matcha Powder,0.8
2026-06-23,Matcha Powder,0.75
2026-06-24,Matcha Powder,0.87
2026-06-25,Matcha Powder,1.08
2026-06-26,Matcha Powder,0.92
2026-06-27,Matcha Powder,1.26
2026-06-28,Matcha Powder,1.1
2026-06-29,Matcha Powder,0.95
2026-06-30,Matcha Powder,0.92
2026-07-01,Matcha Powder,0.64
2026-07-02,Matcha Powder,0.63
2026-07-03,Matcha Powder,0.69
2026-07-05,Matcha Powder,0.76
2026-07-06,Matcha Powder,0.64
2026-07-07,Matcha Powder,0.99
2026-07-08,Matcha Powder,1.07
2026-07-09,Matcha Powder,0.86
2026-07-10,Matcha Powder,1.01
2026-07-11,Matcha Powder,1.29
2026-07-12,Matcha Powder,1.18
2026-07-13,Matcha Powder,0.9
2026-07-14,Matcha Powder,0.87
2026-07-15,Matcha Powder,0.93
2026-07-16,Matcha Powder,1.03
2026-07-17,Matcha Powder,0.9
2026-07-18,Matcha Powder,1.39
2026-07-19,Matcha Powder,1.16
2026-07-20,Matcha Powder,0.84
2026-07-21,Matcha Powder,0.83
2026-07-22,Matcha Powder,0.7
2026-07-23,Matcha Powder,0.96
2026-07-24,Matcha Powder,1.11
2026-07-25,Matcha Powder,1.22
2026-07-26,Matcha Powder,0.87
2026-07-27,Matcha Powder,0.93
2026-07-28,Matcha Powder,0.84
2026-07-29,Matcha Powder,0.92
2026-07-30,Matcha Powder,1.04
2026-07-31,Matcha Powder,1.09
2026-08-01,Matcha Powder,1.42
2026-08-02,Matcha Powder,1.28
2026-08-03,Matcha Powder,0.8
2026-08-04,Matcha Powder,0.89
2026-08-05,Matcha Powder,0.99
2026-08-06,Matcha Powder,1.0
2026-08-07,Matcha Powder,1.2
2026-08-08,Matcha Powder,1.29
2026-08-09,Matcha Powder,1.17
2026-08-10,Matcha Powder,0.88
